voc	Xcount	sequenceLength
Delta	0	1272
Delta	0	1272
Delta	23	1272
Delta	68	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	134	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	211
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	73	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	153	1272
Delta	0	1272
Delta	62	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	8	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	43	1272
Delta	0	1272
Delta	0	1272
Delta	85	161
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	15	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	4	1272
Delta	108	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	211
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	48	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	74	1272
Delta	0	1272
Delta	93	1272
Delta	52	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	77	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	211
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	192	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	35	1272
Delta	96	1272
Delta	0	13
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	24	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	58	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1271
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	149	1274
Delta	0	1272
Delta	92	1272
Delta	66	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	193	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	58	160
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	107	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	5	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	9	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	86	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	211
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	4	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	192	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	13	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	37	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	124	1272
Delta	85	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	85	1272
Delta	87	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	106	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	61	1272
Delta	85	1272
Delta	5	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	112	1272
Delta	61	1272
Delta	85	1272
Delta	86	1274
Delta	0	1272
Delta	85	1272
Delta	33	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	97	1272
Delta	9	1272
Delta	109	1272
Delta	63	1272
Delta	0	1272
Delta	31	1272
Delta	63	1272
Delta	165	1272
Delta	0	1272
Delta	85	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	165	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	129	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	85	1272
Delta	85	1272
Delta	0	1272
Delta	85	1272
Delta	110	1272
Delta	46	1272
Delta	0	1272
Delta	85	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	50	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	51	1272
Delta	0	1272
Delta	79	1274
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	109	1272
Delta	96	1274
Delta	3	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	37	1272
Delta	0	1272
Delta	85	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	92	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	109	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	63	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	165	1272
Delta	73	1272
Delta	61	1272
Delta	2	1272
Delta	0	1272
Delta	85	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	15	212
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	90	1274
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	86	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	63	1272
Delta	109	1272
Delta	0	1272
Delta	417	1274
Delta	15	1272
Delta	12	1272
Delta	114	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	113	1272
Delta	7	1273
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	40	1272
Delta	0	1272
Delta	165	1272
Delta	61	1272
Delta	0	1272
Delta	0	1272
Delta	113	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	211
Delta	0	1272
Delta	0	1272
Delta	0	161
Delta	0	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	120	1272
Delta	92	1272
Delta	0	1272
Delta	85	1272
Delta	113	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	119	1272
Delta	63	1272
Delta	85	1272
Delta	61	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	1	1272
Delta	85	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	61	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	144	823
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	192	1274
Delta	1	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	71	1274
Delta	12	1272
Delta	0	1272
Delta	48	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	59	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	23	1272
Delta	29	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	28	1272
Delta	0	1272
Delta	17	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	13	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	62	1272
Delta	64	1272
Delta	78	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	19	1272
Delta	0	1272
Delta	0	1272
Delta	29	1272
Delta	0	1272
Delta	40	1272
Delta	0	1272
Delta	24	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	11	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	4	1272
Delta	83	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	64	1272
Delta	0	1272
Delta	0	1272
Delta	192	1274
Delta	1	1272
Delta	108	1272
Delta	1	1272
Delta	32	1272
Delta	0	1272
Delta	31	1272
Delta	44	1272
Delta	0	1272
Delta	54	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	40	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	78	1272
Delta	0	1272
Delta	0	1272
Delta	15	1272
Delta	92	1272
Delta	0	1272
Delta	66	1272
Delta	17	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	22	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	80	1272
Delta	0	1272
Delta	1	1272
Delta	93	1272
Delta	0	1272
Delta	3	1272
Delta	1	1272
Delta	0	1272
Delta	319	1272
Delta	0	1272
Delta	23	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	93	1272
Delta	0	1272
Delta	0	1272
Delta	61	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	78	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	55	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	26	1272
Delta	0	1272
Delta	11	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	64	1272
Delta	0	1272
Delta	45	1259
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	66	1272
Delta	93	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	319	1272
Delta	240	1272
Delta	39	1272
Delta	0	1272
Delta	5	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	128	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	203	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	66	1272
Delta	0	1272
Delta	0	1272
Delta	33	1272
Delta	1	1272
Delta	0	1272
Delta	33	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	27	1272
Delta	1	1272
Delta	319	1272
Delta	12	1272
Delta	1	1272
Delta	59	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	27	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	285	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	35	1272
Delta	12	1272
Delta	40	1272
Delta	0	1272
Delta	0	1272
Delta	44	1272
Delta	12	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	44	1272
Delta	12	1272
Delta	0	1272
Delta	192	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	192	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	92	1272
Delta	1	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	138	1272
Delta	1	1272
Delta	6	1272
Delta	6	1272
Delta	34	1272
Delta	0	1272
Delta	0	1272
Delta	319	1272
Delta	1	1272
Delta	0	1272
Delta	1	1272
Delta	1	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	59	1272
Delta	15	1272
Delta	36	1272
Delta	78	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	31	1272
Delta	0	1272
Delta	86	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	35	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	86	1272
Delta	0	1272
Delta	0	1272
Delta	29	1272
Delta	132	1274
Delta	0	1272
Delta	0	1272
Delta	277	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	11	1271
Delta	23	1272
Delta	0	1272
Delta	33	1272
Delta	0	1272
Delta	0	1272
Delta	14	1272
Delta	30	1272
Delta	79	1272
Delta	49	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	98	1272
Delta	93	1272
Delta	11	1272
Delta	34	1272
Delta	93	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	24	1272
Delta	0	1272
Delta	21	1272
Delta	0	1272
Delta	20	1272
Delta	0	1272
Delta	0	1272
Delta	167	1272
Delta	0	1272
Delta	35	1272
Delta	0	1272
Delta	5	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	23	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	44	1272
Delta	0	1272
Delta	34	1272
Delta	0	1272
Delta	1	1272
Delta	80	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	15	1272
Delta	0	1272
Delta	16	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	82	1272
Delta	0	1272
Delta	1	1272
Delta	81	1272
Delta	135	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	93	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	17	1272
Delta	0	1272
Delta	0	1272
Delta	5	1272
Delta	193	1272
Delta	0	1272
Delta	1	1272
Delta	18	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	192	1274
Delta	92	1272
Delta	1	1272
Delta	31	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	11	1272
Delta	0	1272
Delta	93	1272
Delta	10	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	64	1272
Delta	11	1272
Delta	0	1272
Delta	0	1272
Delta	34	1272
Delta	0	1272
Delta	12	1272
Delta	115	1272
Delta	0	1271
Delta	92	1272
Delta	192	1274
Delta	20	1272
Delta	27	1272
Delta	224	1272
Delta	94	1272
Delta	48	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	79	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	200	1274
Delta	0	1272
Delta	0	1272
Delta	21	1272
Delta	64	1272
Delta	0	1272
Delta	23	1272
Delta	0	1272
Delta	1	1272
Delta	6	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	92	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	11	1272
Delta	1	1272
Delta	50	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	319	1272
Delta	1	1272
Delta	319	1272
Delta	33	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	1	1272
Delta	42	1272
Delta	79	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	22	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	45	1272
Delta	319	1272
Delta	33	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	78	1272
Delta	0	1272
Delta	5	1272
Delta	0	1272
Delta	0	1272
Delta	31	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	34	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	33	1272
Delta	192	1274
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	20	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	48	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	78	1272
Delta	0	1272
Delta	35	1272
Delta	0	1272
Delta	7	1272
Delta	0	1272
Delta	117	1272
Delta	0	1272
Delta	92	1272
Delta	192	1274
Delta	0	1271
Delta	18	1272
Delta	24	1272
Delta	34	1272
Delta	211	1272
Delta	0	1272
Delta	24	1272
Delta	12	1272
Delta	0	1272
Delta	319	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	81	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	163	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	0	1272
Delta	44	1272
Delta	1	1272
Delta	0	1272
Delta	1	1271
Delta	31	1272
Delta	0	1272
Delta	16	1272
Delta	0	1272
Delta	0	1272
Delta	17	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	193	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	99	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
